X,Y,Z
34.214509916,31.34216687,-0.000411806686316
34.214509916,31.33716687,-0.00041396432789
34.214509916,31.33216687,-0.000410675245803
34.214509916,31.32716687,-0.000411336222896
34.214509916,31.32216687,-0.000413911970099
34.219509916,31.34216687,-0.000411623186665
34.219509916,31.33716687,-0.000414653128246
34.219509916,31.33216687,-0.000410724343965
34.219509916,31.32716687,-0.000413911970099
34.219509916,31.32216687,6.46828842163086
34.219509916,31.31716687,4.38651943206787
34.219509916,31.31216687,18.056827545166
34.224509916,31.34216687,-0.00041315384442
34.224509916,31.33716687,-0.000416955474066
34.224509916,31.33216687,-0.000441380980192
34.224509916,31.32716687,3.42316317558289
34.224509916,31.32216687,1.95530700683594
34.224509916,31.31716687,9.97427845001221
34.224509916,31.31216687,25.7290954589844
34.224509916,31.30716687,31.7687530517578
34.229509916,31.34216687,-0.000412846449763
34.229509916,31.33716687,-0.000505485397298
34.229509916,31.33216687,-0.000441380980192
34.229509916,31.32716687,6.71431159973145
34.229509916,31.32216687,8.92891120910645
34.229509916,31.31716687,27.2741279602051
34.229509916,31.31216687,22.2056484222412
34.229509916,31.30716687,23.1092491149902
34.229509916,31.30216687,20.1244564056396
34.229509916,31.29716687,22.0072040557861
34.229509916,31.29216687,28.0770816802979
34.234509916,31.36216687,-0.000411139946664
34.234509916,31.35716687,-0.000413664442021
34.234509916,31.35216687,-0.000410488632042
34.234509916,31.34716687,-0.000411270739278
34.234509916,31.34216687,-0.000457171379821
34.234509916,31.33716687,-0.000413811765611
34.234509916,31.33216687,2.26947855949402
34.234509916,31.32716687,5.56164264678955
34.234509916,31.32216687,18.3931407928467
34.234509916,31.31716687,26.1548671722412
34.234509916,31.31216687,25.8398742675781
34.234509916,31.30716687,22.0195560455322
34.234509916,31.30216687,19.6438293457031
34.234509916,31.29716687,22.2345581054688
34.234509916,31.29216687,24.4927082061768
34.234509916,31.28716687,38.1011428833008
34.234509916,31.28216687,45.140453338623
34.234509916,31.27716687,53.2827110290527
34.239509916,31.36216687,-0.000411873741541
34.239509916,31.35716687,-0.000417721719714
34.239509916,31.35216687,-0.000412903813412
34.239509916,31.34716687,-0.000412002787925
34.239509916,31.34216687,-0.000413811765611
34.239509916,31.33716687,3.44090366363525
34.239509916,31.33216687,3.09798240661621
34.239509916,31.32716687,14.1233777999878
34.239509916,31.32216687,19.5912551879883
34.239509916,31.31716687,30.0050048828125
34.239509916,31.31216687,27.8872146606445
34.239509916,31.30716687,22.0653972625732
34.239509916,31.30216687,22.7821960449219
34.239509916,31.29716687,23.7462768554688
34.239509916,31.29216687,31.7559204101562
34.239509916,31.28716687,37.2997970581055
34.239509916,31.28216687,58.7872695922852
34.239509916,31.27716687,60.0281562805176
34.239509916,31.27216687,65.81591796875
34.239509916,31.26716687,68.1425628662109
34.239509916,31.26216687,60.5536193847656
34.244509916,31.36216687,-0.000411871558754
34.244509916,31.35716687,-0.000414807203924
34.244509916,31.35216687,-0.000410773442127
34.244509916,31.34716687,-0.000413811765611
34.244509916,31.34216687,3.48923850059509
34.244509916,31.33716687,6.66413021087646
34.244509916,31.33216687,9.49614143371582
34.244509916,31.32716687,24.3689556121826
34.244509916,31.32216687,32.0080146789551
34.244509916,31.31716687,33.424617767334
34.244509916,31.31216687,29.8061141967773
34.244509916,31.30716687,27.2229747772217
34.244509916,31.30216687,25.6609420776367
34.244509916,31.29716687,29.8937034606934
34.244509916,31.29216687,38.9779891967773
34.244509916,31.28716687,55.1191673278809
34.244509916,31.28216687,71.3473281860352
34.244509916,31.27716687,66.5031433105469
34.244509916,31.27216687,46.0731048583984
34.244509916,31.26716687,65.4915542602539
34.244509916,31.26216687,66.3543243408203
34.244509916,31.25716687,66.7378921508789
34.244509916,31.25216687,63.1765975952148
34.244509916,31.24716687,66.8329467773438
34.249509916,31.36216687,-0.000412708992371
34.249509916,31.35716687,-0.000410749868024
34.249509916,31.35216687,-0.000413811765611
34.249509916,31.34716687,3.22972798347473
34.249509916,31.34216687,7.50964307785034
34.249509916,31.33716687,7.31446170806885
34.249509916,31.33216687,25.417781829834
34.249509916,31.32716687,27.0039806365967
34.249509916,31.32216687,39.2110748291016
34.249509916,31.31716687,36.348274230957
34.249509916,31.31216687,31.47629737854
34.249509916,31.30716687,36.386791229248
34.249509916,31.30216687,37.4540824890137
34.249509916,31.29716687,43.4505043029785
34.249509916,31.29216687,48.2139930725098
34.249509916,31.28716687,65.254020690918
34.249509916,31.28216687,75.8152160644531
34.249509916,31.27716687,74.2083511352539
34.249509916,31.27216687,65.5895690917969
34.249509916,31.26716687,60.6899032592773
34.249509916,31.26216687,63.5437965393066
34.249509916,31.25716687,66.0654830932617
34.249509916,31.25216687,64.7275848388672
34.249509916,31.24716687,72.4092178344727
34.249509916,31.24216687,65.2781677246094
34.249509916,31.23716687,71.8899612426758
34.249509916,31.23216687,81.9951248168945
34.254509916,31.38216687,-0.000411266286392
34.254509916,31.37716687,-0.000413535861298
34.254509916,31.37216687,-0.000411520188209
34.254509916,31.36716687,-0.000413044937886
34.254509916,31.36216687,-0.000413892033976
34.254509916,31.35716687,-0.000413811765611
34.254509916,31.35216687,2.81777381896973
34.254509916,31.34716687,4.22311973571777
34.254509916,31.34216687,8.73557472229004
34.254509916,31.33716687,19.4102249145508
34.254509916,31.33216687,34.5412826538086
34.254509916,31.32716687,35.0448188781738
34.254509916,31.32216687,43.3814659118652
34.254509916,31.31716687,40.3087348937988
34.254509916,31.31216687,34.1241683959961
34.254509916,31.30716687,45.2546691894531
34.254509916,31.30216687,47.8658676147461
34.254509916,31.29716687,49.0347557067871
34.254509916,31.29216687,60.1434631347656
34.254509916,31.28716687,73.2945938110352
34.254509916,31.28216687,76.7023162841797
34.254509916,31.27716687,69.1401824951172
34.254509916,31.27216687,61.0554428100586
34.254509916,31.26716687,60.3563804626465
34.254509916,31.26216687,62.7698860168457
34.254509916,31.25716687,66.4670867919922
34.254509916,31.25216687,70.0080032348633
34.254509916,31.24716687,71.8863220214844
34.254509916,31.24216687,58.7316131591797
34.254509916,31.23716687,79.4788360595703
34.254509916,31.23216687,89.3262481689453
34.254509916,31.22716687,78.6694564819336
34.254509916,31.22216687,89.2169952392578
34.259509916,31.37716687,-0.000416136579588
34.259509916,31.37216687,-0.000410680513596
34.259509916,31.36716687,-0.000411505432567
34.259509916,31.36216687,-0.00049025361659
34.259509916,31.35716687,5.28674745559692
34.259509916,31.35216687,8.68867206573486
34.259509916,31.34716687,6.68020915985107
34.259509916,31.34216687,19.5837650299072
34.259509916,31.33716687,31.2193546295166
34.259509916,31.33216687,42.256217956543
34.259509916,31.32716687,44.8572654724121
34.259509916,31.32216687,48.933666229248
34.259509916,31.31716687,47.6261215209961
34.259509916,31.31216687,49.7964401245117
34.259509916,31.30716687,47.8596420288086
34.259509916,31.30216687,57.5791778564453
34.259509916,31.29716687,58.7552185058594
34.259509916,31.29216687,65.7439346313477
34.259509916,31.28716687,74.7291564941406
34.259509916,31.28216687,68.5141448974609
34.259509916,31.27716687,64.4046096801758
34.259509916,31.27216687,58.5724067687988
34.259509916,31.26716687,68.6167526245117
34.259509916,31.26216687,63.3242645263672
34.259509916,31.25716687,67.0041809082031
34.259509916,31.25216687,77.9003753662109
34.259509916,31.24716687,76.0641326904297
34.259509916,31.24216687,78.1845626831055
34.259509916,31.23716687,84.2039489746094
34.259509916,31.23216687,91.8117370605469
34.259509916,31.22716687,95.8055725097656
